FID;Country;County;Latitude;Longitude;Region;SiteID;Site;Architecture;LabNumber;C14;STD;Delta13C;Delta15N;Marine resources %;Aquatic resources %;CombineGroup;Material;Context;Source;Main.bibliography;Bibliography;Observations
166;Spain;Andalusia;36,84305556;-2,207222222;South;S38;El Barranquete 7;Tumulus/tholos;CSIC-81;4280;130;n/a;n/a;n/a;n/a;n/a;Charcoal;Chamber;MuÅller 1998, 87, Chapman 1991, 86;Alonso et al 1978;"MuÅller 1998, 87; Chapman 1991, 86; Alonso et al 1978";n/a
167;Spain;Andalusia;36,84305556;-2,207222222;South;S38;El Barranquete 7;Tumulus/tholos;CSIC-82;4300;130;n/a;n/a;n/a;n/a;n/a;Charcoal;Tomb 7, chamber;MuÅller 1998, 87, Chapman 1981, 32.;Alonso et al 1978;"MuÅller 1998, 87; Chapman 1991, 86; Alonso et al 1978";n/a
210;Spain;Andalusia;36,99666667;-3,888055556;South;S49;Los Bermejales 8;Megalithic tomb;Ua-39501;3018;30;n/a;n/a;n/a;n/a;n/a;Human bone;Burial chamber;Camara, Molina, 2015;n/a;n/a;n/a
211;Spain;Andalusia;36,99666667;-3,888055556;South;S49;Los Bermejales 8;Megalithic tomb;Beta-301937;3160;30;n/a;n/a;n/a;n/a;n/a;Human bone;Burial chamber;Aranda Jimenez, 2013;n/a;n/a;n/a
212;Spain;Andalusia;36,99666667;-3,888055556;South;S49;Los Bermejales 8;Megalithic tomb;Ua-39503;3168;32;n/a;n/a;n/a;n/a;n/a;Human bone;Burial chamber;Camara, Molina, 2015;n/a;n/a;n/a
213;Spain;Andalusia;36,99666667;-3,888055556;South;S49;Los Bermejales 8;Megalithic tomb;Ua-39495;3183;30;n/a;n/a;n/a;n/a;n/a;Human bone;Burial chamber;Camara, Molina, 2015;n/a;n/a;n/a
214;Spain;Andalusia;36,99666667;-3,888055556;South;S49;Los Bermejales 8;Megalithic tomb;Ua-39499;3218;30;n/a;n/a;n/a;n/a;n/a;Human bone;Burial chamber;Camara, Molina, 2015;n/a;n/a;n/a
215;Spain;Andalusia;36,99666667;-3,888055556;South;S49;Los Bermejales 8;Megalithic tomb;Ua-39497;3225;36;n/a;n/a;n/a;n/a;n/a;Human bone;Burial chamber;Camara, Molina, 2015;n/a;n/a;n/a
216;Spain;Andalusia;36,99666667;-3,888055556;South;S49;Los Bermejales 8;Megalithic tomb;Ua-39500;3246;30;n/a;n/a;n/a;n/a;n/a;Human bone;Burial chamber;Camara, Molina, 2015;n/a;n/a;n/a
217;Spain;Andalusia;36,99666667;-3,888055556;South;S49;Los Bermejales 8;Megalithic tomb;Ua-39502;3269;31;n/a;n/a;n/a;n/a;n/a;Human bone;Burial chamber;Camara, Molina, 2015;n/a;n/a;n/a
218;Spain;Andalusia;36,99666667;-3,888055556;South;S49;Los Bermejales 8;Megalithic tomb;Ua-39496;3286;30;n/a;n/a;n/a;n/a;n/a;Human bone;Burial chamber;Camara, Molina, 2015;n/a;n/a;n/a
219;Spain;Andalusia;36,99666667;-3,888055556;South;S49;Los Bermejales 8;Megalithic tomb;Beta-301936;3300;30;n/a;n/a;n/a;n/a;n/a;Human bone;Burial chamber;Aranda Jimenez, 2014;n/a;n/a;n/a
220;Spain;Andalusia;36,99666667;-3,888055556;South;S49;Los Bermejales 8;Megalithic tomb;Ua-39498;3543;36;n/a;n/a;n/a;n/a;n/a;Human bone;Burial chamber;Camara, Molina, 2015;n/a;n/a;n/a
221;Spain;Andalusia;36,99666667;-3,888055556;South;S49;Los Bermejales 8;Megalithic tomb;Beta-301935;2910;30;n/a;n/a;n/a;n/a;n/a;Human bone;Burial chamber;Aranda Jimenez, 2015;n/a;n/a;n/a
222;Spain;Andalusia;37,55861111;-6,735277778;South;S50;Los Gabrieles 4;Gallery grave;Beta-185650;3700;50;n/a;n/a;n/a;n/a;n/a;Charcoal;Burial chamber (layer 2);Garcia Sanjuan  et al. 2011, Tab. 4;n/a;Garcia Sanjuan  et al 2011, Tab. 4;Geographic coordinates approximated
223;Spain;Andalusia;37,55861111;-6,735277778;South;S50;Los Gabrieles 4;Gallery grave;Beta-185648;3850;40;n/a;n/a;n/a;n/a;n/a;Charcoal;Burial chamber (layer 3);Garcia Sanjuan  et al. 2011, Tab. 4;n/a;Garcia Sanjuan 2009, 19;Geographic coordinates approximated
224;Spain;Andalusia;37,55861111;-6,735277778;South;S50;Los Gabrieles 4;Gallery grave;Beta-185649;3920;50;n/a;n/a;n/a;n/a;n/a;Charcoal;Tomb 3. Burial chamber (layer 4);Garcia Sanjuan  et al. 2011, Tab. 4;n/a;Garcia Sanjuan et al 2011, Tab. 3;Geographic coordinates approximated
326;Spain;Andalusia;37,36583333;-3,2975;South;S77;Panoria;Megalithic tomb;Beta-448207;3700;30;n/a;9,3;n/a;n/a;n/a;Human bone;Tomb 10. Funerary chamber. Left femur;Aranda Jimenez et al 2017, Tab 19;n/a;n/a;n/a
327;Spain;Andalusia;37,36583333;-3,2975;South;S77;Panoria;Megalithic tomb;ETH-69965;3718;17;-20,2;9,2;n/a;n/a;n/a;Human bone;Tomb 10. First section of passage. Left femur;Aranda Jimenez et al 2017, Tab 17;n/a;n/a;n/a
328;Spain;Andalusia;37,36583333;-3,2975;South;S77;Panoria;Megalithic tomb;ETH-71515;3886;23;-19,4;9;n/a;n/a;n/a;Human bone;Tomb 10. Funerary chamber. Left femur;Aranda Jimenez et al 2017, Tab 16;n/a;n/a;n/a
329;Spain;Andalusia;37,36583333;-3,2975;South;S77;Panoria;Megalithic tomb;SUERC-72324;3898;30;n/a;8;n/a;n/a;n/a;Human bone;Tomb 10. First section of passage. Fibula from a juvenile;Aranda Jimenez et al 2017, Tab 18;n/a;n/a;n/a
330;Spain;Andalusia;37,36583333;-3,2975;South;S77;Panoria;Megalithic tomb;ETH-69964;3899;24;-20,1;8,8;n/a;n/a;n/a;Human bone;Tomb 10. Funerary chamber. Left femur;Aranda Jimenez et al 2017, Tab 15;n/a;n/a;n/a
331;Spain;Andalusia;37,36583333;-3,2975;South;S77;Panoria;Megalithic tomb;Beta-448209;3910;30;n/a;9,9;n/a;n/a;n/a;Human bone;Tomb 7 funerary chamber. Left radius from an adult;Aranda Jimenez et al 2017, Tab 5;n/a;n/a;n/a
332;Spain;Andalusia;37,36583333;-3,2975;South;S77;Panoria;Megalithic tomb;ETH-69967;3941;24;-19;8,3;n/a;n/a;n/a;Human bone;Tomb 10. Funerary chamber. Left femur;Aranda Jimenez et al 2017, Tab 14;n/a;n/a;n/a
333;Spain;Andalusia;37,36583333;-3,2975;South;S77;Panoria;Megalithic tomb;EHT-69966;3942;24;-21,2;8;n/a;n/a;n/a;Human bone;Tomb 10. Funerary chamber. Left femur;Aranda Jimenez et al 2017, Tab 13;n/a;n/a;n/a
334;Spain;Andalusia;37,36583333;-3,2975;South;S77;Panoria;Megalithic tomb;ETH-69962;3945;24;-19,2;8,5;n/a;n/a;n/a;Human bone;Tomb 10. Second section of the passage. Left femur;Aranda Jimenez et al 2017, Tab 12;n/a;n/a;n/a
335;Spain;Andalusia;37,36583333;-3,2975;South;S77;Panoria;Megalithic tomb;ETH-69970;3954;24;-19,8;8,4;n/a;n/a;n/a;Human bone;Tomb 10. Funerary chamber. Left femur;Aranda Jimenez et al 2017, Tab 11;n/a;n/a;n/a
336;Spain;Andalusia;37,36583333;-3,2975;South;S77;Panoria;Megalithic tomb;ETH-69969;3959;24;-20,6;9;n/a;n/a;n/a;Human bone;Tomb 10. Funerary chamber. Left femur;Aranda Jimenez et al 2017, Tab 10;n/a;n/a;n/a
337;Spain;Andalusia;37,36583333;-3,2975;South;S77;Panoria;Megalithic tomb;ETH-71513;3959;26;-20,6;9,7;n/a;n/a;n/a;Human bone;Tomb 8. Funerary chamber (Phase I);Aranda Jimenez et al 2017, Tab 6;n/a;n/a;n/a
338;Spain;Andalusia;37,36583333;-3,2975;South;S77;Panoria;Megalithic tomb;ETH-69968;3980;24;-20,1;9;n/a;n/a;n/a;Human bone;Tomb 10. Chamber. Left femur;Aranda Jimenez et al 2017, Tab 9;n/a;n/a;n/a
339;Spain;Andalusia;37,36583333;-3,2975;South;S77;Panoria;Megalithic tomb;ETH-69963;3993;24;-19,6;8,2;n/a;n/a;n/a;Human bone;Tomb 10. Second section of the passage. Left femur;Aranda Jimenez et al 2017, Tab 8;n/a;n/a;n/a
340;Spain;Andalusia;37,36555556;-3,2975;South;S77;Panoria;Megalithic tomb;ETH-71514;4123;23;-20,4;9,1;n/a;n/a;n/a;Human bone;Tomb 18. Right humerus from an adult;Aranda Jimenez et al 2017, Tab 20;n/a;n/a;n/a
341;Spain;Andalusia;37,36583333;-3,297222222;South;S77;Panoria;Megalithic tomb;ETH-69960;4353;25;-19,8;9,7;n/a;n/a;n/a;Human bone;Tomb 6. Funerary chamber. Femur from an adult;Aranda Jimenez et al 2017, Tab 2;n/a;n/a;n/a
342;Spain;Andalusia;37,36583333;-3,2975;South;S77;Panoria;Megalithic tomb;SUERC-72323;4365;30;n/a;9,4;n/a;n/a;n/a;Human bone;Tomb 8. Funerary chamber (Phase I). Right femur from an adult;Aranda Jimenez et al 2017, Tab 7;n/a;n/a;n/a
343;Spain;Andalusia;37,36583333;-3,2975;South;S77;Panoria;Megalithic tomb;Beta-448208;4550;30;n/a;10,2;n/a;n/a;n/a;Human bone;Tomb 7 funerary chamber;Aranda Jimenez et al 2017, Tab 4;n/a;n/a;n/a
344;Spain;Andalusia;37,36583333;-3,2975;South;S77;Panoria;Megalithic tomb;ETH-69961;4608;25;-18,2;9,3;n/a;n/a;n/a;Human bone;Tomb 7 funerary chamber. Right humerus from an adult;Aranda Jimenez et al 2017, Tab 3;n/a;n/a;n/a
345;Spain;Andalusia;36,38611111;-5,7325;South;S78;Paraje de Monte Bajo 4;Passage grave;Beta-233955;4210;40;-24;n/a;n/a;n/a;n/a;Charcoal;Tomb 4;Garcia Sanjuan  et al 2011, Tab. 3;n/a;Garcia Sanjuan  et al 2011, Tab. 3;n/a
346;Spain;Andalusia;36,38611111;-5,7325;South;S78;Paraje de Monte Bajo 4;Passage grave;Beta-233956;4220;40;-25,1;n/a;n/a;n/a;n/a;Charcoal;Tomb 4;Garcia Sanjuan  et al 2011, Tab. 3;n/a;Garcia Sanjuan  et al 2011, Tab. 3;n/a
408;Spain;Andalusia;37,72777778;-5,482222222;South;S101;Setefilla;Megalithic grave;UBA-27604;2180;27;n/a;n/a;n/a;n/a;n/a;Human bone;Mound B, Tomb 8;Brandherm/Krueger, 2017;n/a;n/a;n/a
409;Spain;Andalusia;37,72805556;-5,4825;South;S101;Setefilla;Megalithic grave;UBA-27584;2396;42;n/a;n/a;n/a;n/a;n/a;Human bone;Mound A, Tomb 31;Brandherm/Krueger, 2017;n/a;n/a;n/a
410;Spain;Andalusia;37,72805556;-5,4825;South;S101;Setefilla;Megalithic grave;UBA-27576;2427;33;n/a;n/a;n/a;n/a;n/a;Human bone;Mound A, Tomb 17;Brandherm/Krueger, 2017;n/a;n/a;n/a
411;Spain;Andalusia;37,72777778;-5,482222222;South;S101;Setefilla;Megalithic grave;UBA-29077;2431;33;n/a;n/a;n/a;n/a;n/a;Human bone;Mound B, Tomb 23;Brandherm/Krueger, 2017;n/a;n/a;n/a
412;Spain;Andalusia;37,72805556;-5,4825;South;S101;Setefilla;Megalithic grave;UBA-27586;2438;24;n/a;n/a;n/a;n/a;n/a;Human bone;Mound A, Tomb 43;Brandherm/Krueger, 2017;n/a;n/a;n/a
413;Spain;Andalusia;37,72805556;-5,4825;South;S101;Setefilla;Megalithic grave;UBA-27578;2441;29;n/a;n/a;n/a;n/a;n/a;Human bone;Mound A, Tomb 20;Brandherm/Krueger, 2017;n/a;n/a;n/a
414;Spain;Andalusia;37,72805556;-5,4825;South;S101;Setefilla;Megalithic grave;UBA-27577;2442;35;n/a;n/a;n/a;n/a;n/a;Human bone;Mound A, Tomb 19;Brandherm/Krueger, 2017;n/a;n/a;n/a
415;Spain;Andalusia;37,72777778;-5,482222222;South;S101;Setefilla;Megalithic grave;UBA-29076;2446;28;n/a;n/a;n/a;n/a;n/a;Human bone;Mound B, Tomb 11;Brandherm/Krueger, 2017;n/a;n/a;n/a
416;Spain;Andalusia;37,72805556;-5,4825;South;S101;Setefilla;Megalithic grave;UBA-27574;2451;39;n/a;n/a;n/a;n/a;n/a;Human bone;Mound A, Tomb 14;Brandherm/Krueger, 2017;n/a;n/a;n/a
417;Spain;Andalusia;37,72805556;-5,4825;South;S101;Setefilla;Megalithic grave;UBA-27590;2466;33;n/a;n/a;n/a;n/a;n/a;Human bone;Mound A, Tomb 51;Brandherm/Krueger, 2017;n/a;n/a;n/a
418;Spain;Andalusia;37,72777778;-5,482222222;South;S101;Setefilla;Megalithic grave;UBA-27607;2481;25;n/a;n/a;n/a;n/a;n/a;Human bone;Mound B, Tomb 12;Brandherm/Krueger, 2017;n/a;n/a;n/a
419;Spain;Andalusia;37,72805556;-5,4825;South;S101;Setefilla;Megalithic grave;UBA-27580;2484;48;n/a;n/a;n/a;n/a;n/a;Human bone;Mound A, Tomb 22;Brandherm/Krueger, 2017;n/a;n/a;n/a
420;Spain;Andalusia;37,73527778;-5,481111111;South;S101;Setefilla;Megalithic grave;I-11067;2490;90;n/a;n/a;n/a;n/a;n/a;Charcoal;Settlement, level 9;Aubet Semmler et al 1983;n/a;n/a;n/a
421;Spain;Andalusia;37,72805556;-5,4825;South;S101;Setefilla;Megalithic grave;UBA-27571;2509;31;n/a;n/a;n/a;n/a;n/a;Human bone;Mound A, Tomb 11;Brandherm/Krueger, 2017;n/a;n/a;n/a
422;Spain;Andalusia;37,72805556;-5,4825;South;S101;Setefilla;Megalithic grave;UBA-27583;2517;27;n/a;n/a;n/a;n/a;n/a;Human bone;Mound A, Tomb 30;Brandherm/Krueger, 2017;n/a;n/a;n/a
423;Spain;Andalusia;37,72805556;-5,4825;South;S101;Setefilla;Megalithic grave;UBA-27585;2535;31;n/a;n/a;n/a;n/a;n/a;Human bone;Mound A, Tomb 32;Brandherm/Krueger, 2017;n/a;n/a;n/a
424;Spain;Andalusia;37,72805556;-5,4825;South;S101;Setefilla;Megalithic grave;UBA-27469;2542;33;n/a;n/a;n/a;n/a;n/a;Human bone;Mound A, Tomb 8;Brandherm/Krueger, 2017;n/a;n/a;n/a
425;Spain;Andalusia;37,72777778;-5,482222222;South;S101;Setefilla;Megalithic grave;UBA-27618;2555;28;n/a;n/a;n/a;n/a;n/a;Human bone;Mound B, Tomb 27;Brandherm/Krueger, 2017;n/a;n/a;n/a
426;Spain;Andalusia;37,72805556;-5,4825;South;S101;Setefilla;Megalithic grave;UBA-27570;2557;45;n/a;n/a;n/a;n/a;n/a;Human bone;Mound A, Tomb 10;Brandherm/Krueger, 2017;n/a;n/a;n/a
427;Spain;Andalusia;37,73527778;-5,481111111;South;S101;Setefilla;Megalithic grave;I-11068;2560;125;n/a;n/a;n/a;n/a;n/a;Charcoal;Settlement, level 12;Aubet Semmler et al 1983;n/a;n/a;n/a
428;Spain;Andalusia;37,72777778;-5,482222222;South;S101;Setefilla;Megalithic grave;UBA-27615;2564;49;n/a;n/a;n/a;n/a;n/a;Human bone;Mound B, Tomb 23;Brandherm/Krueger, 2017;n/a;n/a;n/a
429;Spain;Andalusia;37,72777778;-5,482222222;South;S101;Setefilla;Megalithic grave;UBA-27617;2579;38;n/a;n/a;n/a;n/a;n/a;Human bone;Mound B, Tomb 26;Brandherm/Krueger, 2017;n/a;n/a;n/a
430;Spain;Andalusia;37,72805556;-5,4825;South;S101;Setefilla;Megalithic grave;UBA-27591;2584;35;n/a;n/a;n/a;n/a;n/a;Human bone;Mound A, Tomb 52;Brandherm/Krueger, 2017;n/a;n/a;n/a
431;Spain;Andalusia;37,72805556;-5,4825;South;S101;Setefilla;Megalithic grave;UBA-27573;2592;50;n/a;n/a;n/a;n/a;n/a;Human bone;Mound A, Tomb 13;Brandherm/Krueger, 2017;n/a;n/a;n/a
432;Spain;Andalusia;37,72777778;-5,482222222;South;S101;Setefilla;Megalithic grave;UBA-27599;2597;39;n/a;n/a;n/a;n/a;n/a;Human bone;Mound B, Tomb 2;Brandherm/Krueger, 2017;n/a;n/a;n/a
433;Spain;Andalusia;37,72777778;-5,482222222;South;S101;Setefilla;Megalithic grave;UBA-27620;2658;38;n/a;n/a;n/a;n/a;n/a;Human bone;Mound B, Tomb 29;Brandherm/Krueger, 2017;n/a;n/a;n/a
434;Spain;Andalusia;37,72805556;-5,4825;South;S101;Setefilla;Megalithic grave;UBA-27612;2848;36;n/a;n/a;n/a;n/a;n/a;Human bone;Mound A, Tomb 18;Brandherm/Krueger, 2017;n/a;n/a;n/a
435;Spain;Andalusia;37,72805556;-5,4825;South;S101;Setefilla;Megalithic grave;UBA-27589;2928;31;n/a;n/a;n/a;n/a;n/a;Human bone;Mound A, Tomb 47;Brandherm/Krueger, 2017;n/a;n/a;n/a
436;Spain;Andalusia;37,72805556;-5,4825;South;S101;Setefilla;Megalithic grave;UBA-27567;2953;55;n/a;n/a;n/a;n/a;n/a;Human bone;Mound A, Tomb 5;Brandherm/Krueger, 2017;n/a;n/a;n/a
437;Spain;Andalusia;37,73527778;-5,481111111;South;S93;Setefilla;Megalithic grave;I-11069;3470;95;n/a;n/a;n/a;n/a;n/a;Charcoal;Settlement, level 13;Garcia Sanjuan 2009, 19;n/a;"Garc°a Sanju†n 2009, 19; Aubet Semmler et al 1983";n/a
438;Spain;Andalusia;37,73527778;-5,481111111;South;S93;Setefilla;Megalithic grave;I-11070;3520;95;n/a;n/a;n/a;n/a;n/a;Charcoal;Settlement, level 14;Garcia Sanjuan 2009, 19;n/a;"Garc°a Sanju†n 2009, 19; Aubet Semmler et al 1983";n/a
443;Spain;Andalusia;36,69916667;-4,849722222;South;S95;Tesorillo de la Llana;Megalithic grave;GrN-26475;3250;50;n/a;n/a;n/a;n/a;n/a;Human bone;Burial chamber;Garcia Sanjuan et al 2011, Tab. 4;n/a;Garcia Sanjuan et al 2011, Tab. 4;n/a
444;Spain;Andalusia;36,69916667;-4,849722222;South;S95;Tesorillo de la Llana;Megalithic grave;GrN-26488;3250;40;n/a;n/a;n/a;n/a;n/a;Human bone;Burial chamber;"Garciaa Sanjuan 2009, 19; Fernandez/Marquez 2001";n/a;Garcia Sanjuan 2009, 19;n/a
445;Spain;Andalusia;36,69916667;-4,849722222;South;S95;Tesorillo de la Llana;Megalithic grave;GrA-37339;4055;35;n/a;n/a;n/a;n/a;n/a;Human bone;Antechamber;Garcia Sanjuan et al 2011;n/a;n/a;n/a
471;Spain;Andalusia;37,6653;-6,7097;South;S112;La Venta;Megalithic grave;Beta-150157;4200;70;n/a;n/a;n/a;n/a;n/a;Charcoal;n/a;Nocete 2004;Nocete 2004;Lozano Medina 2017;n/a
472;Spain;Andalusia;37,6653;-6,7097;South;S112;La Venta;Megalithic grave;Beta-150158;3820;50;n/a;n/a;n/a;n/a;n/a;Charcoal;n/a;Nocete 2004;Nocete 2004;Lozano Medina 2017;n/a
473;Spain;Andalusia;37,612853;-6,536803;South;S113;Puerto de los Huertos;Dolmen;CNA-341;3680;50;n/a;n/a;n/a;n/a;n/a;Charcoal;n/a;Linares, GarcÌa Sanju·n 2010;Linares, GarcÌa Sanju·n 2010;Lozano Medina 2017;n/a
474;Spain;Andalusia;37,612853;-6,536803;South;S113;Puerto de los Huertos;Dolmen;CNA-344;3940;45;n/a;n/a;n/a;n/a;n/a;Charcoal;n/a;Linares, GarcÌa Sanju·n 2010;Linares, GarcÌa Sanju·n 2010;Lozano Medina 2017;n/a
475;Spain;Andalusia;37,612853;-6,536803;South;S113;Puerto de los Huertos;Dolmen;CNA-342;4050;50;n/a;n/a;n/a;n/a;n/a;Charcoal;n/a;Linares, GarcÌa Sanju·n 2010;Linares, GarcÌa Sanju·n 2010;Lozano Medina 2017;n/a
4;Portugal;Algarve;37,199093;-8,588028;West;S2;Alcalar 7;Passage grave/tholos;Beta-180980;3860;40;n/a;n/a;n/a;n/a;n/a;Charcoal;Entrance area;Moran/Parreira 2004;n/a;Carvalho 2008;n/a
5;Portugal;Algarve;37,199093;-8,588028;West;S2;Alcalar 7;Passage grave/tholos;Sac-1794;5640;100;n/a;n/a;n/a;n/a;n/a;Charcoal;Under tumulus, layer 1;Moran/Parreira 2004;n/a;Carvalho 2008;n/a
6;Portugal;Algarve;37,199093;-8,588028;West;S2;Alcalar 7;Passage grave/tholos;Beta-180981;5690;40;n/a;n/a;n/a;n/a;n/a;Charcoal;Under tumulus. layer 2;Moran/Parreira 2004;n/a;Carvalho 2008;n/a
7;Portugal;Algarve;37,199093;-8,588028;West;S2;Alcalar 7;Passage grave/tholos;Beta-180978;5810;40;n/a;n/a;n/a;n/a;n/a;Charcoal;Under tumulus, layer 1;Moran/Parreira 2004;n/a;Carvalho 2008;n/a
10;Portugal;Alentejo;38,39055869;-7,48467607;West;S3;Anta 2 da Herdade dos Cebolinhos;Megalithic grave;Beta-177471;3840;40;n/a;n/a;n/a;n/a;n/a;Human bone;Chamber;GonÁalvez 2003;n/a;GonÁalvez 2003;n/a
11;Portugal;Alentejo;38,39055869;-7,48467607;West;S3;Anta 2 da Herdade dos Cebolinhos;Megalithic grave;Beta-176899;3900;40;n/a;n/a;n/a;n/a;n/a;Human bone;Chamber;GonÁalvez 2003;n/a;GonÁalvez 2003;n/a
12;Portugal;Alentejo;39,409127;-7,314358;West;S98;Anta das Castelhanas;Megalithic grave;OxA-5432;3220;65;-26.10;n/a;n/a;n/a;n/a;Human bone;Ground level chamber;Oliveira 1997a;n/a;Oliveira 1997a;n/a
13;Portugal;Alentejo;39,409127;-7,314358;West;S98;Anta das Castelhanas;Megalithic grave;ICEN-1264;6360;110;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Garcia Sanjuan 2006,152;n/a;Garcia Sanjuan 2006,152;n/a
14;Portugal;Beira alta;40,712496;-8,243947;West;S4;Antelas;Passage grave;OxA-5433;4655;60;n/a;n/a;n/a;n/a;n/a;Charcoal;Painting with black charcoal;Senna-Martinez/Ventura 2008, 324.;n/a;Senna-Martinez/Ventura 2008, 324;n/a
15;Portugal;Beira alta;40,712496;-8,243947;West;S4;Antelas;Passage grave;OxA-5498;5070;65;n/a;n/a;n/a;n/a;n/a;Charcoal;Corridor;Senna-Martinez/Ventura 2008, 324.;n/a;Senna-Martinez/Ventura 2008, 324;n/a
16;Portugal;Beira alta;40,712496;-8,243947;West;S4;Antelas;Passage grave;OxA-5497;5295;60;n/a;n/a;n/a;n/a;n/a;Charcoal;Corridor;Senna-Martinez/Ventura 2008, 324.;n/a;Senna-Martinez/Ventura 2008, 324;n/a
17;Portugal;Beira alta;40,712496;-8,243947;West;S4;Antelas;Passage grave;OxA-5496;5330;60;n/a;n/a;n/a;n/a;n/a;Charcoal;Corridor;Senna-Martinez/Ventura 2008, 324.;n/a;Senna-Martinez/Ventura 2008, 324;n/a
18;Portugal;Beira alta;41,046456;-7,471348;West;S5;Areita 1;Passage grave;GrA-18497;4840;60;n/a;n/a;n/a;n/a;n/a;Human bone;Ground level chamber;Cruz et al 2003;n/a;Cruz et al 2003;n/a
19;Portugal;Beira alta;41,046456;-7,471348;West;S5;Areita 1;Passage grave;GrA-18518;5170;60;n/a;n/a;n/a;n/a;n/a;Human bone;Ground level chamber;Cruz et al 2003;n/a;Cruz et al 2003;n/a
20;Portugal;Beira alta;41,046456;-7,471348;West;S5;Areita 1;Passage grave;CSIC-1327;5699;31;n/a;n/a;n/a;n/a;n/a;Charcoal;Under the floor of the chamber;Senna-Martinez/Ventura 2008,324;n/a;Senna-Martinez/Ventura 2008,324;n/a
21;Portugal;Beira alta;41,046456;-7,471348;West;S5;Areita 1;Passage grave;Sac-1508;5830;50;n/a;n/a;n/a;n/a;n/a;Charcoal;Basement chamber;Cruz et al 2003;Gomes et al 1998;"Cruz et al 2003; Gomes et al 1998";n/a
22;Portugal;Beira alta;41,046456;-7,471348;West;S5;Areita 1;Passage grave;Sac-1514;5970;60;n/a;n/a;n/a;n/a;n/a;Charcoal;Basement chamber;Cruz et al 2003;Gomes et al 1998;"Cruz et al 2003; Gomes et al 1998";n/a
25;Portugal;Beira Interior;40,510692;-8,004508;West;S7;Arquinha da Moura;Megalithic grave;GrA-9575;3030;50;n/a;n/a;n/a;n/a;n/a;Charcoal;Basement corridor;Cruz et al 2003;n/a;Cruz et al 2003;n/a
26;Portugal;Beira Interior;40,510692;-8,004508;West;S7;Arquinha da Moura;Megalithic grave;GrA-9255;3650;50;n/a;n/a;n/a;n/a;n/a;Human bone;Ground level corridor;Cruz et al 2003;n/a;Cruz et al 2003;n/a
27;Portugal;Beira Interior;40,510692;-8,004508;West;S7;Arquinha da Moura;Megalithic grave;GrA-23198;3710;60;n/a;n/a;n/a;n/a;n/a;Charcoal;Basement chamber;Cruz et al 2003;n/a;Cruz et al 2003;n/a
28;Portugal;Beira Interior;40,510692;-8,004508;West;S7;Arquinha da Moura;Megalithic grave;GrA-9577;3740;50;n/a;n/a;n/a;n/a;n/a;Human bone;Lower level;Cruz et al 2003;n/a;Cruz et al 2003;n/a
29;Portugal;Beira Interior;40,510692;-8,004508;West;S7;Arquinha da Moura;Megalithic grave;GrA-9573;4160;50;n/a;n/a;n/a;n/a;n/a;Charcoal;Basement chamber;Cruz et al 2003;n/a;Cruz et al 2003;n/a
40;Portugal;Alentejo;38,853741;-8,128225;West;S11;Cabeceira 4;Megalithic grave;Wk-41086;4742;20;n/a;n/a;n/a;n/a;n/a;Human bone;Funerary deposit. Burial 1;Pardo-Gordo, Carvalho 2020;n/a;Pardo-Gordo, Carvalho 2020;n/a
41;Portugal;Alentejo;38,853741;-8,128225;West;S11;Cabeceira 4;Passage grave;Wk-17084;4759;41;-19.2;n/a;n/a;n/a;n/a;Human bone;Chamber. Burial 2;Boaventura 2009, Tab. 24;n/a;Boaventura 2009, Tab. 24,;n/a
42;Portugal;Alentejo;38,853741;-8,128225;West;S11;Cabeceira 4;Passage grave;Beta-196094;4780;40;n/a;n/a;n/a;n/a;n/a;Human bone;Chamber. Burial 3;Rocha 2005, 197;n/a;Rocha 2005, 197,;n/a
43;Portugal;Alta Estremadura;39,1206;-9,1011;West;S12;CabeÁo de Arruda 1;Passage grave/tholos;Beta-132975;4240;50;n/a;n/a;n/a;n/a;n/a;Human bone;Funerary deposity. Hipogeum;Pardo-Gordo, Carvalho 2020;Umbelino, 2006;Pardo-Gordo, Carvalho 2020;n/a
44;Portugal;Alta Estremadura;39,1206;-9,1011;West;S12;CabeÁo de Arruda 1;Passage grave/tholos;Beta-123363;4370;70;n/a;n/a;n/a;n/a;n/a;Human bone;Funerary deposity. Hipogeum;Pardo-Gordo, Carvalho 2020;Umbelino, 2006;Pardo-Gordo, Carvalho 2020;n/a
45;Portugal;Alta Estremadura;39,1206;-9,0901;West;S13;CabeÁo de Arruda 2;Passage grave/tholos;UBAR-538;4230;100;n/a;n/a;n/a;n/a;n/a;Human bone;Chamber;Silva 2002;n/a;Silva 2002;n/a
46;Portugal;Alta Estremadura;39,1206;-9,0901;West;S13;CabeÁo de Arruda 2;Passage grave/tholos;Sac-1784;4460;45;-13.69;n/a;n/a;n/a;n/a;Human bone;Chamber;Boaventura 2009, Annex 3;n/a;Boaventura 2009, Annex 3;n/a
47;Portugal;Alta Estremadura;39,1206;-9,0901;West;S13;CabeÁo de Arruda 2;Passage grave/tholos;Sac-1613;4700;80;-19.39;n/a;n/a;n/a;n/a;Human bone;Chamber;Silva 2002;n/a;Silva 2002;n/a
48;Portugal;Alentejo;39,474002;-7,357586;West;S14;CabeÁuda;Passage grave;ICEN-977;3650;110;n/a;n/a;n/a;n/a;n/a;Charcoal;Basement chamber;Oliveira 1997;n/a;Oliveira 1997;n/a
